id,areaDesc,SAME_codes,UGC_codes,affectedZones,sent,effective,onset,expires,ends,status,messageType,category,severity,certainty,urgency,event,headline,coordinates
urn:oid:2.49.0.1.840.0.239f7ed93e2faadd1f45f1f21da0d965980f3dca.004.1,Pamlico Sound,075135,AMZ135,https://api.weather.gov/zones/forecast/AMZ135,2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T15:15:00-04:00,2024-10-14T23:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 3:09AM EDT until October 14 at 11:00PM EDT by NWS Newport/Morehead City NC,[]
urn:oid:2.49.0.1.840.0.239f7ed93e2faadd1f45f1f21da0d965980f3dca.003.1,S of Ocracoke Inlet NC to Cape Lookout NC out to 20 nm; S of Cape Lookout NC to Surf City NC out to 20 nm,"075156,075158","AMZ156,AMZ158","https://api.weather.gov/zones/forecast/AMZ156,https://api.weather.gov/zones/forecast/AMZ158",2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T15:15:00-04:00,2024-10-14T23:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 3:09AM EDT until October 14 at 11:00PM EDT by NWS Newport/Morehead City NC,[]
urn:oid:2.49.0.1.840.0.239f7ed93e2faadd1f45f1f21da0d965980f3dca.001.1,S of Currituck Beach Light NC to Oregon Inlet NC out to 20 nm,075150,AMZ150,https://api.weather.gov/zones/forecast/AMZ150,2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T03:09:00-04:00,2024-10-14T15:15:00-04:00,2024-10-14T23:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 3:09AM EDT until October 14 at 11:00PM EDT by NWS Newport/Morehead City NC,[]
urn:oid:2.49.0.1.840.0.df12395bd553e8e45599f96ae993a562c9c27957.001.1,Decatur; Norton; Dundy; Red Willow,"020039,020137,031057,031145","KSZ003,KSZ004,NEZ079,NEZ081","https://api.weather.gov/zones/forecast/KSZ003,https://api.weather.gov/zones/forecast/KSZ004,https://api.weather.gov/zones/forecast/NEZ079,https://api.weather.gov/zones/forecast/NEZ081",2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T09:00:00-05:00,2024-10-14T09:00:00-05:00,Actual,Alert,Met,Moderate,Likely,Expected,Freeze Warning,Freeze Warning issued October 14 at 2:03AM CDT until October 14 at 9:00AM CDT by NWS Goodland KS,[]
urn:oid:2.49.0.1.840.0.df12395bd553e8e45599f96ae993a562c9c27957.003.1,Thomas,020193,KSZ014,https://api.weather.gov/zones/forecast/KSZ014,2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T09:00:00-05:00,2024-10-14T09:00:00-05:00,Actual,Alert,Met,Minor,Likely,Expected,Frost Advisory,Frost Advisory issued October 14 at 2:03AM CDT until October 14 at 9:00AM CDT by NWS Goodland KS,[]
urn:oid:2.49.0.1.840.0.df12395bd553e8e45599f96ae993a562c9c27957.002.1,Yuma County; Cheyenne; Rawlins; Sheridan; Graham; Hitchcock,"008125,020023,020153,020179,020065,031087","COZ090,KSZ001,KSZ002,KSZ015,KSZ016,NEZ080","https://api.weather.gov/zones/forecast/COZ090,https://api.weather.gov/zones/forecast/KSZ001,https://api.weather.gov/zones/forecast/KSZ002,https://api.weather.gov/zones/forecast/KSZ015,https://api.weather.gov/zones/forecast/KSZ016,https://api.weather.gov/zones/forecast/NEZ080",2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T02:03:00-05:00,2024-10-14T09:00:00-05:00,2024-10-14T09:00:00-05:00,Actual,Alert,Met,Minor,Likely,Expected,Frost Advisory,Frost Advisory issued October 14 at 2:03AM CDT until October 14 at 9:00AM CDT by NWS Goodland KS,[]
urn:oid:2.49.0.1.840.0.ffb25f3f81c06c8281cc43cd4095c8ffaa27cf11.001.1,"Coastal Waters from Eastport, ME to Schoodic Point, ME out 25 NM; Coastal Waters from Schoodic Point, ME to Stonington, ME out 25 NM; Intra Coastal Waters from Schoodic Point, ME to Stonington, ME","073050,073051,073052","ANZ050,ANZ051,ANZ052","https://api.weather.gov/zones/forecast/ANZ050,https://api.weather.gov/zones/forecast/ANZ051,https://api.weather.gov/zones/forecast/ANZ052",2024-10-14T03:02:00-04:00,2024-10-14T03:02:00-04:00,2024-10-14T03:02:00-04:00,2024-10-14T11:15:00-04:00,2024-10-15T08:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 3:02AM EDT until October 15 at 8:00AM EDT by NWS Caribou ME,[]
urn:oid:2.49.0.1.840.0.2b9d3e21ac402290845aaaaccea2179ffbe0590e.001.1,Oceana; Newaygo; Mecosta; Isabella; Muskegon; Montcalm; Gratiot; Ottawa; Kent; Ionia; Clinton; Allegan; Barry; Eaton; Ingham; Van Buren; Kalamazoo; Calhoun; Jackson,"026127,026123,026107,026073,026121,026117,026057,026139,026081,026067,026037,026005,026015,026045,026065,026159,026077,026025,026075","MIZ043,MIZ044,MIZ045,MIZ046,MIZ050,MIZ051,MIZ052,MIZ056,MIZ057,MIZ058,MIZ059,MIZ064,MIZ065,MIZ066,MIZ067,MIZ071,MIZ072,MIZ073,MIZ074","https://api.weather.gov/zones/forecast/MIZ043,https://api.weather.gov/zones/forecast/MIZ044,https://api.weather.gov/zones/forecast/MIZ045,https://api.weather.gov/zones/forecast/MIZ046,https://api.weather.gov/zones/forecast/MIZ050,https://api.weather.gov/zones/forecast/MIZ051,https://api.weather.gov/zones/forecast/MIZ052,https://api.weather.gov/zones/forecast/MIZ056,https://api.weather.gov/zones/forecast/MIZ057,https://api.weather.gov/zones/forecast/MIZ058,https://api.weather.gov/zones/forecast/MIZ059,https://api.weather.gov/zones/forecast/MIZ064,https://api.weather.gov/zones/forecast/MIZ065,https://api.weather.gov/zones/forecast/MIZ066,https://api.weather.gov/zones/forecast/MIZ067,https://api.weather.gov/zones/forecast/MIZ071,https://api.weather.gov/zones/forecast/MIZ072,https://api.weather.gov/zones/forecast/MIZ073,https://api.weather.gov/zones/forecast/MIZ074",2024-10-14T03:01:00-04:00,2024-10-14T03:01:00-04:00,2024-10-15T00:00:00-04:00,2024-10-14T11:15:00-04:00,2024-10-15T09:00:00-04:00,Actual,Alert,Met,Moderate,Likely,Expected,Freeze Warning,Freeze Warning issued October 14 at 3:01AM EDT until October 15 at 9:00AM EDT by NWS Grand Rapids MI,[]
urn:oid:2.49.0.1.840.0.e17b0f4111b5bc42db20fabbfe73ec38df328da3.001.1,Coastal waters from Surf City to Cape Fear NC out 20 nm; Coastal waters from Cape Fear NC to Little River Inlet SC out 20 nm,"075250,075252","AMZ250,AMZ252","https://api.weather.gov/zones/forecast/AMZ250,https://api.weather.gov/zones/forecast/AMZ252",2024-10-14T02:57:00-04:00,2024-10-14T02:57:00-04:00,2024-10-14T03:00:00-04:00,2024-10-14T13:00:00-04:00,2024-10-14T13:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:57AM EDT until October 14 at 1:00PM EDT by NWS Wilmington NC,[]
urn:oid:2.49.0.1.840.0.006f5c6f286297c3af473d937608f92163c29a25.001.1,Coastal Palm Beach County,012099,FLZ168,https://api.weather.gov/zones/forecast/FLZ168,2024-10-14T02:54:00-04:00,2024-10-14T02:54:00-04:00,2024-10-14T08:00:00-04:00,2024-10-14T11:00:00-04:00,2024-10-16T20:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Coastal Flood Statement,Coastal Flood Statement issued October 14 at 2:54AM EDT until October 16 at 8:00PM EDT by NWS Miami FL,[]
urn:oid:2.49.0.1.840.0.006f5c6f286297c3af473d937608f92163c29a25.001.2,Coastal Palm Beach County,012099,FLZ168,https://api.weather.gov/zones/forecast/FLZ168,2024-10-14T02:54:00-04:00,2024-10-14T02:54:00-04:00,2024-10-14T02:54:00-04:00,2024-10-14T11:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Update,Met,Moderate,Likely,Expected,Rip Current Statement,Rip Current Statement issued October 14 at 2:54AM EDT until October 14 at 8:00PM EDT by NWS Miami FL,[]
urn:oid:2.49.0.1.840.0.006f5c6f286297c3af473d937608f92163c29a25.002.1,Coastal Broward County; Coastal Miami Dade County,"012011,012086","FLZ172,FLZ173","https://api.weather.gov/zones/forecast/FLZ172,https://api.weather.gov/zones/forecast/FLZ173",2024-10-14T02:54:00-04:00,2024-10-14T02:54:00-04:00,2024-10-14T08:00:00-04:00,2024-10-14T11:00:00-04:00,2024-10-16T20:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Coastal Flood Statement,Coastal Flood Statement issued October 14 at 2:54AM EDT until October 16 at 8:00PM EDT by NWS Miami FL,[]
urn:oid:2.49.0.1.840.0.eb4b8e98f7bcacb6da349469219d3377d043fd40.001.1,Traverse; Big Stone; Corson; Campbell; McPherson; Brown; Marshall; Roberts; Walworth; Edmunds; Day; Dewey; Potter; Faulk; Spink; Clark; Codington; Grant; Hamlin; Deuel; Stanley; Sully; Hughes; Hyde; Hand; Jones; Lyman; Buffalo,"027155,027011,046031,046021,046089,046013,046091,046109,046129,046045,046037,046041,046107,046049,046115,046025,046029,046051,046057,046039,046117,046119,046065,046069,046059,046075,046085,046017","MNZ039,MNZ046,SDZ003,SDZ004,SDZ005,SDZ006,SDZ007,SDZ008,SDZ009,SDZ010,SDZ011,SDZ015,SDZ016,SDZ017,SDZ018,SDZ019,SDZ020,SDZ021,SDZ022,SDZ023,SDZ033,SDZ034,SDZ035,SDZ036,SDZ037,SDZ045,SDZ048,SDZ051","https://api.weather.gov/zones/forecast/MNZ039,https://api.weather.gov/zones/forecast/MNZ046,https://api.weather.gov/zones/forecast/SDZ003,https://api.weather.gov/zones/forecast/SDZ004,https://api.weather.gov/zones/forecast/SDZ005,https://api.weather.gov/zones/forecast/SDZ006,https://api.weather.gov/zones/forecast/SDZ007,https://api.weather.gov/zones/forecast/SDZ008,https://api.weather.gov/zones/forecast/SDZ009,https://api.weather.gov/zones/forecast/SDZ010,https://api.weather.gov/zones/forecast/SDZ011,https://api.weather.gov/zones/forecast/SDZ015,https://api.weather.gov/zones/forecast/SDZ016,https://api.weather.gov/zones/forecast/SDZ017,https://api.weather.gov/zones/forecast/SDZ018,https://api.weather.gov/zones/forecast/SDZ019,https://api.weather.gov/zones/forecast/SDZ020,https://api.weather.gov/zones/forecast/SDZ021,https://api.weather.gov/zones/forecast/SDZ022,https://api.weather.gov/zones/forecast/SDZ023,https://api.weather.gov/zones/forecast/SDZ033,https://api.weather.gov/zones/forecast/SDZ034,https://api.weather.gov/zones/forecast/SDZ035,https://api.weather.gov/zones/forecast/SDZ036,https://api.weather.gov/zones/forecast/SDZ037,https://api.weather.gov/zones/forecast/SDZ045,https://api.weather.gov/zones/forecast/SDZ048,https://api.weather.gov/zones/forecast/SDZ051",2024-10-14T01:51:00-05:00,2024-10-14T01:51:00-05:00,2024-10-14T01:51:00-05:00,2024-10-14T09:00:00-05:00,2024-10-14T09:00:00-05:00,Actual,Update,Met,Moderate,Likely,Expected,Freeze Warning,Freeze Warning issued October 14 at 1:51AM CDT until October 14 at 9:00AM CDT by NWS Aberdeen SD,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.007.1,Rhode Island Sound; Block Island Sound,"073235,073237","ANZ235,ANZ237","https://api.weather.gov/zones/forecast/ANZ235,https://api.weather.gov/zones/forecast/ANZ237",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T08:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 8:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.004.1,Boston Harbor,073230,ANZ230,https://api.weather.gov/zones/forecast/ANZ230,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T14:00:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 6:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.008.1,Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary,073250,ANZ250,https://api.weather.gov/zones/forecast/ANZ250,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T08:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 8:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.001.2,Nantucket Sound; Vineyard Sound; Buzzards Bay,"073232,073233,073234","ANZ232,ANZ233,ANZ234","https://api.weather.gov/zones/forecast/ANZ232,https://api.weather.gov/zones/forecast/ANZ233,https://api.weather.gov/zones/forecast/ANZ234",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T08:00:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 6:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.002.1,Cape Cod Bay,073231,ANZ231,https://api.weather.gov/zones/forecast/ANZ231,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T14:00:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 6:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.005.1,Massachusetts Bay and Ipswich Bay,073251,ANZ251,https://api.weather.gov/zones/forecast/ANZ251,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T08:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 8:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.006.1,Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm; Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket; Coastal Waters from Montauk NY to Marthas Vineyard extending out to 20 nm South of Block Island,"073254,073255,073256","ANZ254,ANZ255,ANZ256","https://api.weather.gov/zones/forecast/ANZ254,https://api.weather.gov/zones/forecast/ANZ255,https://api.weather.gov/zones/forecast/ANZ256",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T20:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 8:00PM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.5d5eb7c9ac8a45c29b2391bc3ef14f6c2e875154.003.1,Narragansett Bay,073236,ANZ236,https://api.weather.gov/zones/forecast/ANZ236,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T14:00:00-04:00,2024-10-14T16:00:00-04:00,2024-10-15T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 14 at 2:50AM EDT until October 15 at 6:00AM EDT by NWS Boston/Norton MA,[]
urn:oid:2.49.0.1.840.0.945731cee988d23d43a455810924f571363fe318.001.2,Eastern Clay; South Central Duval,"012019,012031","FLZ132,FLZ325","https://api.weather.gov/zones/forecast/FLZ132,https://api.weather.gov/zones/forecast/FLZ325",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Coastal Flood Advisory,Coastal Flood Advisory issued October 14 at 2:50AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL,[]
urn:oid:2.49.0.1.840.0.945731cee988d23d43a455810924f571363fe318.004.1,Coastal Duval; Coastal St. Johns; Coastal Flagler,"012031,012109,012035","FLZ125,FLZ133,FLZ138","https://api.weather.gov/zones/forecast/FLZ125,https://api.weather.gov/zones/forecast/FLZ133,https://api.weather.gov/zones/forecast/FLZ138",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Alert,Met,Moderate,Likely,Expected,Rip Current Statement,Rip Current Statement issued October 14 at 2:50AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL,[]
urn:oid:2.49.0.1.840.0.945731cee988d23d43a455810924f571363fe318.005.1,Coastal Nassau,012089,FLZ124,https://api.weather.gov/zones/forecast/FLZ124,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Alert,Met,Moderate,Likely,Expected,Rip Current Statement,Rip Current Statement issued October 14 at 2:50AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL,[]
urn:oid:2.49.0.1.840.0.945731cee988d23d43a455810924f571363fe318.004.2,Coastal Duval; Coastal St. Johns; Coastal Flagler,"012031,012109,012035","FLZ125,FLZ133,FLZ138","https://api.weather.gov/zones/forecast/FLZ125,https://api.weather.gov/zones/forecast/FLZ133,https://api.weather.gov/zones/forecast/FLZ138",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,Coastal Flood Advisory,Coastal Flood Advisory issued October 14 at 2:50AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL,[]
urn:oid:2.49.0.1.840.0.945731cee988d23d43a455810924f571363fe318.003.1,Inland St. Johns; Inland Flagler; Eastern Putnam,"012109,012035,012107","FLZ033,FLZ038,FLZ137","https://api.weather.gov/zones/forecast/FLZ033,https://api.weather.gov/zones/forecast/FLZ038,https://api.weather.gov/zones/forecast/FLZ137",2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T02:50:00-04:00,2024-10-14T16:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Update,Met,Severe,Likely,Expected,Coastal Flood Warning,Coastal Flood Warning issued October 14 at 2:50AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL,[]
urn:oid:2.49.0.1.840.0.85a3ce6d100a607da06ea23a1eaa89150eaae620.002.1,Western Arctic Coast; Western Arctic Plains; Howard Pass and the Delong Mountains,002185,"AKZ801,AKZ806,AKZ807","https://api.weather.gov/zones/forecast/AKZ801,https://api.weather.gov/zones/forecast/AKZ806,https://api.weather.gov/zones/forecast/AKZ807",2024-10-13T22:47:00-08:00,2024-10-13T22:47:00-08:00,2024-10-15T10:00:00-08:00,2024-10-14T19:00:00-08:00,2024-10-16T10:00:00-08:00,Actual,Update,Met,Severe,Possible,Future,Winter Storm Watch,Winter Storm Watch issued October 13 at 10:47PM AKDT until October 16 at 10:00AM AKDT by NWS Fairbanks AK,[]
urn:oid:2.49.0.1.840.0.4077f5e2f317373fecf8e57721acb2a8071d9272.001.1,McKean; Potter; Elk; Cameron; Northern Clinton; Clearfield; Northern Centre; Tioga; Northern Lycoming; Sullivan,"042083,042105,042047,042023,042035,042033,042027,042117,042081,042113","PAZ005,PAZ006,PAZ010,PAZ011,PAZ012,PAZ017,PAZ018,PAZ037,PAZ041,PAZ042","https://api.weather.gov/zones/forecast/PAZ005,https://api.weather.gov/zones/forecast/PAZ006,https://api.weather.gov/zones/forecast/PAZ010,https://api.weather.gov/zones/forecast/PAZ011,https://api.weather.gov/zones/forecast/PAZ012,https://api.weather.gov/zones/forecast/PAZ017,https://api.weather.gov/zones/forecast/PAZ018,https://api.weather.gov/zones/forecast/PAZ037,https://api.weather.gov/zones/forecast/PAZ041,https://api.weather.gov/zones/forecast/PAZ042",2024-10-14T02:36:00-04:00,2024-10-14T02:36:00-04:00,2024-10-15T02:00:00-04:00,2024-10-14T19:00:00-04:00,2024-10-15T09:00:00-04:00,Actual,Alert,Met,Severe,Possible,Future,Freeze Watch,Freeze Watch issued October 14 at 2:36AM EDT until October 15 at 9:00AM EDT by NWS State College PA,[]
urn:oid:2.49.0.1.840.0.610eaaccc4bd8ae5c4822b81ee72e9fee36aa18e.001.1,Venango; Forest; Clarion; Jefferson,"042121,042053,042031,042065","PAZ008,PAZ009,PAZ015,PAZ016","https://api.weather.gov/zones/forecast/PAZ008,https://api.weather.gov/zones/forecast/PAZ009,https://api.weather.gov/zones/forecast/PAZ015,https://api.weather.gov/zones/forecast/PAZ016",2024-10-14T02:33:00-04:00,2024-10-14T02:33:00-04:00,2024-10-15T02:00:00-04:00,2024-10-14T12:15:00-04:00,2024-10-15T09:00:00-04:00,Actual,Alert,Met,Severe,Possible,Future,Freeze Watch,Freeze Watch issued October 14 at 2:33AM EDT until October 15 at 9:00AM EDT by NWS Pittsburgh PA,[]
urn:oid:2.49.0.1.840.0.26b951b4fca367196b14f00eb2414e206726a2cf.001.1,Sedgwick County; Phillips County,"008115,008095","COZ050,COZ051","https://api.weather.gov/zones/forecast/COZ050,https://api.weather.gov/zones/forecast/COZ051",2024-10-13T23:42:00-06:00,2024-10-13T23:42:00-06:00,2024-10-14T00:00:00-06:00,2024-10-14T09:00:00-06:00,2024-10-14T09:00:00-06:00,Actual,Update,Met,Minor,Likely,Expected,Frost Advisory,Frost Advisory issued October 13 at 11:42PM MDT until October 14 at 9:00AM MDT by NWS Denver CO,[]
urn:oid:2.49.0.1.840.0.d3a82aa0dadf73cfa975ba7e4f4a7ab44ae7341f.001.1,West Polk; Norman; Clay; West Marshall; Pennington; Red Lake; East Polk; Mahnomen; Hubbard; West Becker; East Becker; Wilkin; West Otter Tail; East Otter Tail; Wadena; Grant; Benson; Ramsey; Eastern Walsh County; Eddy; Nelson; Grand Forks; Griggs; Steele; Traill; Barnes; Cass; Ransom; Sargent; Richland; Western Walsh County,"027119,027107,027027,027089,027113,027125,027087,027057,027005,027167,027111,027159,027051,038005,038071,038099,038027,038063,038035,038039,038091,038097,038003,038017,038073,038081,038077","MNZ001,MNZ002,MNZ003,MNZ007,MNZ013,MNZ014,MNZ015,MNZ022,MNZ024,MNZ027,MNZ028,MNZ029,MNZ030,MNZ031,MNZ032,MNZ040,NDZ014,NDZ015,NDZ016,NDZ024,NDZ026,NDZ027,NDZ028,NDZ029,NDZ030,NDZ038,NDZ039,NDZ049,NDZ052,NDZ053,NDZ054","https://api.weather.gov/zones/forecast/MNZ001,https://api.weather.gov/zones/forecast/MNZ002,https://api.weather.gov/zones/forecast/MNZ003,https://api.weather.gov/zones/forecast/MNZ007,https://api.weather.gov/zones/forecast/MNZ013,https://api.weather.gov/zones/forecast/MNZ014,https://api.weather.gov/zones/forecast/MNZ015,https://api.weather.gov/zones/forecast/MNZ022,https://api.weather.gov/zones/forecast/MNZ024,https://api.weather.gov/zones/forecast/MNZ027,https://api.weather.gov/zones/forecast/MNZ028,https://api.weather.gov/zones/forecast/MNZ029,https://api.weather.gov/zones/forecast/MNZ030,https://api.weather.gov/zones/forecast/MNZ031,https://api.weather.gov/zones/forecast/MNZ032,https://api.weather.gov/zones/forecast/MNZ040,https://api.weather.gov/zones/forecast/NDZ014,https://api.weather.gov/zones/forecast/NDZ015,https://api.weather.gov/zones/forecast/NDZ016,https://api.weather.gov/zones/forecast/NDZ024,https://api.weather.gov/zones/forecast/NDZ026,https://api.weather.gov/zones/forecast/NDZ027,https://api.weather.gov/zones/forecast/NDZ028,https://api.weather.gov/zones/forecast/NDZ029,https://api.weather.gov/zones/forecast/NDZ030,https://api.weather.gov/zones/forecast/NDZ038,https://api.weather.gov/zones/forecast/NDZ039,https://api.weather.gov/zones/forecast/NDZ049,https://api.weather.gov/zones/forecast/NDZ052,https://api.weather.gov/zones/forecast/NDZ053,https://api.weather.gov/zones/forecast/NDZ054",2024-10-14T00:24:00-05:00,2024-10-14T00:24:00-05:00,2024-10-14T01:00:00-05:00,2024-10-14T08:30:00-05:00,2024-10-14T09:00:00-05:00,Actual,Update,Met,Moderate,Likely,Expected,Freeze Warning,Freeze Warning issued October 14 at 12:24AM CDT until October 14 at 9:00AM CDT by NWS Grand Forks ND,[]
urn:oid:2.49.0.1.840.0.c84adc0f065a2cfca10c14cb7b0c2f55c386211d.001.1,Coastal Del Norte; Northern Humboldt Coast; Southwestern Humboldt; Mendocino Coast,"006015,006023,006045","CAZ101,CAZ103,CAZ104,CAZ109","https://api.weather.gov/zones/forecast/CAZ101,https://api.weather.gov/zones/forecast/CAZ103,https://api.weather.gov/zones/forecast/CAZ104,https://api.weather.gov/zones/forecast/CAZ109",2024-10-13T22:05:00-07:00,2024-10-13T22:05:00-07:00,2024-10-14T08:00:00-07:00,2024-10-14T08:00:00-07:00,2024-10-14T19:00:00-07:00,Actual,Update,Met,Moderate,Likely,Expected,Beach Hazards Statement,Beach Hazards Statement issued October 13 at 10:05PM PDT until October 14 at 7:00PM PDT by NWS Eureka CA,[]
