id,areaDesc,SAME_codes,UGC_codes,affectedZones,sent,effective,onset,expires,ends,status,messageType,category,severity,certainty,urgency,event,headline
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.009.1,Cape Espenberg to Motherwood Point out to 10 NM,058808,PKZ808,https://api.weather.gov/zones/forecast/PKZ808,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.006.1,Moses Point to Sledge Island out to 15 NM,058805,PKZ805,https://api.weather.gov/zones/forecast/PKZ805,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.003.1,Dall Point to Kwikpak Pass out to 15 NM,058802,PKZ802,https://api.weather.gov/zones/forecast/PKZ802,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.015.1,Southwest of Saint Lawrence Island from 15 to 100 NM,058851,PKZ851,https://api.weather.gov/zones/forecast/PKZ851,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.013.1,North Side of Saint Lawrence Island out to 15 NM,058817,PKZ817,https://api.weather.gov/zones/forecast/PKZ817,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.f14c8629ba856ea94d3f361ec391b6ff635a64ff.004.1,Kwikpak Pass to Cape Stephens out to 15 NM,058803,PKZ803,https://api.weather.gov/zones/forecast/PKZ803,2024-10-11T14:59:00-08:00,2024-10-11T14:59:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:59PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.39a7c14a1deff97281f6759db91f26879bc08fb3.002.1,Cape Thompson to Cape Beaufort out to 15 NM,058811,PKZ811,https://api.weather.gov/zones/forecast/PKZ811,2024-10-11T14:56:00-08:00,2024-10-11T14:56:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:56PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.39a7c14a1deff97281f6759db91f26879bc08fb3.008.1,Cape Beaufort to Point Franklin from 15 to 85 NM,058858,PKZ858,https://api.weather.gov/zones/forecast/PKZ858,2024-10-11T14:56:00-08:00,2024-10-11T14:56:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:56PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.39a7c14a1deff97281f6759db91f26879bc08fb3.003.1,Cape Beaufort to Point Franklin out to 15 NM,058812,PKZ812,https://api.weather.gov/zones/forecast/PKZ812,2024-10-11T14:56:00-08:00,2024-10-11T14:56:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:56PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.39a7c14a1deff97281f6759db91f26879bc08fb3.007.1,Cape Thompson to Cape Beaufort from 15 to 85 NM,058857,PKZ857,https://api.weather.gov/zones/forecast/PKZ857,2024-10-11T14:56:00-08:00,2024-10-11T14:56:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T06:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:56PM AKDT until October 12 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.011.1,Sumner Strait,058035,PKZ035,https://api.weather.gov/zones/forecast/PKZ035,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.006.1,Cross Sound,058022,PKZ022,https://api.weather.gov/zones/forecast/PKZ022,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.004.1,Southern Lynn Canal,058013,PKZ013,https://api.weather.gov/zones/forecast/PKZ013,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.010.1,Frederick Sound,058034,PKZ034,https://api.weather.gov/zones/forecast/PKZ034,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.007.1,Stephens Passage,058031,PKZ031,https://api.weather.gov/zones/forecast/PKZ031,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.012.1,Clarence Strait,058036,PKZ036,https://api.weather.gov/zones/forecast/PKZ036,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.005.1,Icy Strait,058021,PKZ021,https://api.weather.gov/zones/forecast/PKZ021,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.009.1,Southern Chatham Strait,058033,PKZ033,https://api.weather.gov/zones/forecast/PKZ033,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.002.1,Glacier Bay,058011,PKZ011,https://api.weather.gov/zones/forecast/PKZ011,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9b5117938c9c39853fcc0f9556e1a119a6e37479.003.1,Northern Lynn Canal,058012,PKZ012,https://api.weather.gov/zones/forecast/PKZ012,2024-10-11T14:41:00-08:00,2024-10-11T14:41:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 2:41PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.012.1,Icy Cape to Cape Suckling out to 15 NM,058652,PKZ652,https://api.weather.gov/zones/forecast/PKZ652,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.013.1,Icy Cape to Cape Suckling from 15 to 80 NM,058672,PKZ672,https://api.weather.gov/zones/forecast/PKZ672,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.005.1,Cape Decision to Cape Edgecumbe from 15 to 80 NM,058662,PKZ662,https://api.weather.gov/zones/forecast/PKZ662,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.010.1,Cape Fairweather to Icy Cape out to 15 NM,058651,PKZ651,https://api.weather.gov/zones/forecast/PKZ651,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.006.1,Cape Edgecumbe to Cape Spencer out to 15 NM,058643,PKZ643,https://api.weather.gov/zones/forecast/PKZ643,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.004.1,Cape Decision to Cape Edgecumbe out to 15 NM,058642,PKZ642,https://api.weather.gov/zones/forecast/PKZ642,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.002.1,Dixon Entrance to Cape Decision out to 15 NM,058641,PKZ641,https://api.weather.gov/zones/forecast/PKZ641,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.7ffa94f47d33208399e336f0af041b1ac590a60a.003.1,Dixon Entrance to Cape Decision from 15 to 90 NM,058661,PKZ661,https://api.weather.gov/zones/forecast/PKZ661,2024-10-11T14:18:00-08:00,2024-10-11T14:18:00-08:00,2024-10-11T14:00:00-08:00,2024-10-12T08:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 2:18PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.e8c0b0dcbe60fa03c87204ff76456ab4bd9ffd7f.001.1,Upper Wind River Basin,056013,WYZ016,https://api.weather.gov/zones/forecast/WYZ016,2024-10-11T14:07:00-06:00,2024-10-11T14:07:00-06:00,2024-10-11T14:07:00-06:00,2024-10-14T13:00:00-06:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 11 at 2:07PM MDT by NWS Riverton WY
urn:oid:2.49.0.1.840.0.c49cc9b17764b6753e16a3bb2358ec46aa4c0429.001.1,Inland Harris; Inland Brazoria; Inland Galveston; Coastal Harris; Coastal Brazoria; Coastal Galveston; Brazoria Islands; Galveston Island; Bolivar Peninsula,"048201,048039,048167","TXZ213,TXZ237,TXZ238,TXZ313,TXZ337,TXZ338,TXZ437,TXZ438,TXZ439","https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/forecast/TXZ237,https://api.weather.gov/zones/forecast/TXZ238,https://api.weather.gov/zones/forecast/TXZ313,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/forecast/TXZ338,https://api.weather.gov/zones/forecast/TXZ437,https://api.weather.gov/zones/forecast/TXZ438,https://api.weather.gov/zones/forecast/TXZ439",2024-10-11T14:13:00-05:00,2024-10-11T14:13:00-05:00,2024-10-11T14:13:00-05:00,2024-10-12T18:15:00-05:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 11 at 2:13PM CDT by NWS Houston/Galveston TX
urn:oid:2.49.0.1.840.0.acaf6fb884a2213539a76181582958be7746e998.001.1,"Deschutes, OR; Grant, OR; Wheeler, OR","041017,041023,041069","ORC017,ORC023,ORC069","https://api.weather.gov/zones/county/ORC017,https://api.weather.gov/zones/county/ORC023,https://api.weather.gov/zones/county/ORC069",2024-10-11T11:24:00-07:00,2024-10-11T11:24:00-07:00,2024-10-11T11:24:00-07:00,2024-10-15T11:00:00-07:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 11 at 11:24AM PDT by NWS Pendleton OR
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.003.1,Gravel Point to Cape Cleare out to 15 NM,058711,PKZ711,https://api.weather.gov/zones/forecast/PKZ711,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.012.1,Valdez Narrows,058721,PKZ721,https://api.weather.gov/zones/forecast/PKZ721,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.002.1,Cape Suckling to Gravel Point out to 15 NM,058710,PKZ710,https://api.weather.gov/zones/forecast/PKZ710,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.024.1,Cook Inlet North Kalgin Island,058740,PKZ740,https://api.weather.gov/zones/forecast/PKZ740,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.004.1,Cape Suckling to Cape Cleare from 15 to 75 NM,058712,PKZ712,https://api.weather.gov/zones/forecast/PKZ712,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.009.1,Central and Eastern Prince William Sound,058725,PKZ725,https://api.weather.gov/zones/forecast/PKZ725,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.010.1,Southwest Prince William Sound,058726,PKZ726,https://api.weather.gov/zones/forecast/PKZ726,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.20132d7a0936816fa60bcea5ede52529c115f359.008.1,Northwest Prince William Sound,058724,PKZ724,https://api.weather.gov/zones/forecast/PKZ724,2024-10-11T09:23:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.697d0c5260deac958b2bd980bddf4b3f67a4a2b8.001.1,Northeast Bighorn Mountains; Sheridan Foothills,056033,"WYZ198,WYZ199","https://api.weather.gov/zones/forecast/WYZ198,https://api.weather.gov/zones/forecast/WYZ199",2024-10-11T11:18:00-06:00,2024-10-11T11:18:00-06:00,2024-10-11T11:18:00-06:00,2024-10-14T13:00:00-06:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 11 at 11:18AM MDT by NWS Billings MT
urn:oid:2.49.0.1.840.0.4d7a14589784cd91171c88615f08e7ffb39391d0.001.1,"Lemhi, ID",016059,IDC059,https://api.weather.gov/zones/county/IDC059,2024-10-11T10:26:00-06:00,2024-10-11T10:26:00-06:00,2024-10-11T10:26:00-06:00,2024-10-15T15:00:00-06:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 11 at 10:26AM MDT by NWS Missoula MT
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.003.1,Gravel Point to Cape Cleare out to 15 NM,058711,PKZ711,https://api.weather.gov/zones/forecast/PKZ711,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.004.1,Cape Suckling to Cape Cleare from 15 to 75 NM,058712,PKZ712,https://api.weather.gov/zones/forecast/PKZ712,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.002.1,Cape Suckling to Gravel Point out to 15 NM,058710,PKZ710,https://api.weather.gov/zones/forecast/PKZ710,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.009.1,Central and Eastern Prince William Sound,058725,PKZ725,https://api.weather.gov/zones/forecast/PKZ725,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.010.1,Southwest Prince William Sound,058726,PKZ726,https://api.weather.gov/zones/forecast/PKZ726,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.024.1,Cook Inlet North Kalgin Island,058740,PKZ740,https://api.weather.gov/zones/forecast/PKZ740,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.012.1,Valdez Narrows,058721,PKZ721,https://api.weather.gov/zones/forecast/PKZ721,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.881f20c3caf6cc9c1cb2cefd8497c5e4c893e14a.008.1,Northwest Prince William Sound,058724,PKZ724,https://api.weather.gov/zones/forecast/PKZ724,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T05:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 5:00AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.b86a53b57af60586537dd94d4c554397c31a6345.010.1,Southwest Prince William Sound,058726,PKZ726,https://api.weather.gov/zones/forecast/PKZ726,2024-10-11T04:59:00-08:00,2024-10-11T04:59:00-08:00,2024-10-11T04:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 4:59AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.b86a53b57af60586537dd94d4c554397c31a6345.002.1,Cape Suckling to Gravel Point out to 15 NM,058710,PKZ710,https://api.weather.gov/zones/forecast/PKZ710,2024-10-11T04:59:00-08:00,2024-10-11T04:59:00-08:00,2024-10-11T04:00:00-08:00,2024-10-11T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 4:59AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
